,LATITUDE,LONGITUDE,DATE,TIME,YEAR,ACCIDENT LANE,District,INTERSECTION,VICTIM,VICTIM AGE,VEHTYPE,DRIVACT,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,Cause,Neighbourh
523,43.669959000000006,-79.479152,2016-09-29T04:00:00.000Z,1040,2016,Major Arterial,Etobicoke York,Mid-Block,Driver,70 to 74,"Automobile, Station Wagon",Driving Properly, , ,Yes, , ,Speeding,Junction Area (90)
524,43.711943,-79.270191,2013-02-02T05:00:00.000Z,1041,2013,Minor Arterial,Scarborough,Mid-Block,Pedestrian,65 to 69, , ,Yes, ,Yes, , ,Snow,Clairlea-Birchmount (120)
525,43.674045,-79.46319,2009-04-17T04:00:00.000Z,1045,2009,Minor Arterial,Toronto and East York,Intersection,Pedestrian,65 to 69,Other, ,Yes, ,Yes, , ,Unknown,Weston-Pellam Park (91)
526,43.649745,-79.433688,2013-02-06T05:00:00.000Z,1045,2013,Minor Arterial,Toronto and East York,Intersection,Pedestrian,80 to 84, , ,Yes, , , ,Yes,Unknown,Little Portugal (84)
527,43.662455,-79.351352,2013-09-26T04:00:00.000Z,1050,2013,Major Arterial,Toronto and East York,Intersection,Pedestrian,90 to 94, , ,Yes, ,Yes, , ,Unknown,South Riverdale (70)
528,43.734023,-79.260021,2017-07-18T04:00:00.000Z,1054,2017,Major Arterial,Scarborough,Mid-Block,Pedestrian,70 to 74, , ,Yes, , , , ,Unknown,Kennedy Park (124)
529,43.650945,-79.39729,2010-09-14T04:00:00.000Z,1055,2010,Major Arterial,Toronto and East York,Intersection,Pedestrian,80 to 84,Other, ,Yes, , , , ,Unknown,Kensington-Chinatown (78)
530,43.809844,-79.25768599999999,2013-08-18T04:00:00.000Z,1055,2013,Major Arterial,Scarborough,Intersection,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,Agincourt North (129)
531,43.720442,-79.243045,2017-08-26T04:00:00.000Z,1055,2017,Minor Arterial,Scarborough,Mid-Block,Driver,30 to 34,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Speeding,Cliffcrest (123)
532,43.73202,-79.458873,2017-04-11T04:00:00.000Z,1056,2017,Major Arterial,North York,Intersection,Pedestrian,50 to 54, , ,Yes, , , ,Yes,Unknown,Clanton Park (33)
533,43.735331,-79.25435999999999,2016-10-02T04:00:00.000Z,1058,2016,Major Arterial,Scarborough,Intersection,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,Kennedy Park (124)
534,43.701564000000005,-79.50344399999999,2015-12-15T05:00:00.000Z,1100,2015,Major Arterial,Etobicoke York,Intersection,Passenger,80 to 84, , , , ,Yes, , ,Unknown,Brookhaven-Amesbury (30)
535,43.674712,-79.430972,2016-10-12T04:00:00.000Z,1109,2016,Minor Arterial,Toronto and East York,Intersection,Pedestrian,Over 95, , ,Yes, ,Yes, , ,Unknown,Wychwood (94)
536,43.734645,-79.46599,2008-08-26T04:00:00.000Z,1111,2008,Collector,North York,Mid-Block,Pedestrian,75 to 79,Other, ,Yes, ,Yes, , ,Unknown,Downsview-Roding-CFB (26)
537,43.682345,-79.36239,2011-11-10T05:00:00.000Z,1111,2011,Expressway,Toronto and East York,Mid-Block,Driver,75 to 79,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Speeding,Broadview North (57)
538,43.734519,-79.258098,2016-10-12T04:00:00.000Z,1117,2016,Major Arterial,Scarborough,Intersection,Pedestrian,40 to 44, , ,Yes, ,Yes, , ,Speeding,Kennedy Park (124)
539,43.737165999999995,-79.56525699999999,2016-07-05T04:00:00.000Z,1120,2016,Major Arterial,Etobicoke York,Intersection,Pedestrian,55 to 59, , ,Yes, ,Yes, , ,Unknown,Thistletown-Beaumond Heights (3)
540,43.720945,-79.50859,2009-09-29T04:00:00.000Z,1122,2009,Major Arterial,North York,Intersection,Pedestrian,85 to 89,Other, ,Yes, , , ,Yes,Rain,Downsview-Roding-CFB (26)
541,43.816844,-79.336467,2016-01-14T05:00:00.000Z,1129,2016,Major Arterial,Scarborough,Intersection,Driver,35 to 39,"Automobile, Station Wagon",Failed to Yield Right of Way, , ,Yes, ,Yes,Failed to Yield Right of Way,Steeles (116)
542,43.649501,-79.428958,2017-08-25T04:00:00.000Z,1130,2017,Minor Arterial,Toronto and East York,Mid-Block,Pedestrian,30 to 34, , ,Yes, ,Yes, , ,Unknown,Little Portugal (84)
543,43.676145,-79.35889,2010-01-22T05:00:00.000Z,1132,2010,Major Arterial,Toronto and East York,Intersection,Pedestrian,55 to 59,Other, ,Yes, , , ,Yes,Unknown,North Riverdale (68)
544,43.832644,-79.267993,2013-08-13T04:00:00.000Z,1133,2013,Major Arterial,Scarborough,Intersection,Passenger,50 to 54, , ,Yes, , , ,Yes,Speeding,Milliken (130)
545,43.650645000000004,-79.44299000000001,2011-11-07T05:00:00.000Z,1134,2011,Minor Arterial,Toronto and East York,Intersection,Cyclist,35 to 39,Bicycle, , ,Yes, , ,Yes,Unknown,Little Portugal (84)
546,43.706267,-79.251254,2017-06-03T04:00:00.000Z,1134,2017,Major Arterial,Scarborough,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Birchcliffe-Cliffside (122)
547,43.792345000000005,-79.44589,2011-06-29T04:00:00.000Z,1135,2011,Major Arterial,North York,Intersection,Pedestrian,85 to 89,Other, ,Yes, ,Yes, , ,Unknown,Westminster-Branson (35)
548,43.758727,-79.311122,2017-05-16T04:00:00.000Z,1135,2017,Major Arterial,Scarborough,Mid-Block,Driver,80 to 84,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Lost control,Wexford/Maryvale (119)
549,43.650445,-79.44189,2010-05-13T04:00:00.000Z,1136,2010,Minor Arterial,Toronto and East York,Mid-Block,Pedestrian,65 to 69,Other, ,Yes, ,Yes, , ,Unknown,Dufferin Grove (83)
550,43.715346000000004,-79.479564,2015-08-04T04:00:00.000Z,1136,2015,Major Arterial,Etobicoke York,Mid-Block,Driver,85 to 89,"Automobile, Station Wagon",Lost control, , ,Yes, ,Yes,Lost control,Maple Leaf (29)
551,43.692745,-79.31589,2009-07-18T04:00:00.000Z,1137,2009,Major Arterial,Toronto and East York,Intersection,Pedestrian,85 to 89,Other, ,Yes, ,Yes, , ,Unknown,Danforth East York (59)
552,43.654326,-79.422664,2017-12-20T05:00:00.000Z,1139,2017,Major Arterial,Toronto and East York,Intersection,Cyclist,45 to 49,Bicycle, , ,Yes, , ,Yes,Unknown,Trinity-Bellwoods (81)
553,43.663043,-79.40209499999999,2013-11-07T05:00:00.000Z,1141,2013,Major Arterial,Toronto and East York,Intersection,Pedestrian,60 to 64, , ,Yes, , , , ,Unknown,University (79)
554,43.649542,-79.382091,2018-01-05T05:00:00.000Z,1145,2018,Major Arterial,Toronto and East York,Intersection,Pedestrian,85 to 89, , ,Yes, ,Yes, , ,Unknown,Bay Street Corridor (76)
555,43.775355,-79.322238,2017-11-24T05:00:00.000Z,1148,2017,Major Arterial,Scarborough,Mid-Block,Pedestrian,70 to 74,Passenger Van, ,Yes, ,Yes, ,Yes,Unknown,Tam O'Shanter-Sullivan (118)
556,43.744145,-79.40669,2010-07-29T04:00:00.000Z,1149,2010,Major Arterial,North York,Intersection,Driver,85 to 89,"Automobile, Station Wagon",Disobeyed Traffic Control, , ,Yes, , ,Disobeyed Traffic Control,St.Andrew-Windfields (40)
557,43.81428,-79.32454200000001,2018-01-24T05:00:00.000Z,1150,2018,Major Arterial,Scarborough,Mid-Block,Pedestrian,60 to 64, , ,Yes, ,Yes, , ,Unknown,Steeles (116)
558,43.621845,-79.54319,2011-03-28T04:00:00.000Z,1152,2011,Minor Arterial,Etobicoke York,Mid-Block,Driver,70 to 74,"Automobile, Station Wagon",Lost control, , ,Yes, ,Yes,Lost control,Islington-City Centre West (14)
559,43.756446000000004,-79.341022,2016-10-11T04:00:00.000Z,1152,2016,Collector,North York,Mid-Block,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,Parkwoods-Donalda (45)
560,43.698545,-79.53989,2011-08-07T04:00:00.000Z,1154,2011,Major Arterial,Etobicoke York,Intersection,Motorcycle Driver,30 to 34,Motorcycle,Exceeding Speed Limit, , ,Yes,Yes, ,Speeding,Kingsview Village-The Westway (6)
561,43.648158,-79.507747,2016-11-06T04:00:00.000Z,1155,2016,Major Arterial,Etobicoke York,Intersection,Pedestrian,Over 95, , ,Yes, ,Yes, , ,Unknown,Stonegate-Queensway (16)
562,43.781046999999994,-79.409702,2014-07-28T04:00:00.000Z,1200,2014,Major Arterial,North York,Intersection,Driver,90 to 94,"Automobile, Station Wagon",Disobeyed Traffic Control, , ,Yes, , ,Disobeyed Traffic Control,Willowdale East (51)
563,43.655845,-79.39919,2009-09-01T04:00:00.000Z,1203,2009,Major Arterial,Toronto and East York,Intersection,Cyclist,65 to 69,Bicycle, , ,Yes, , , ,Unknown,Kensington-Chinatown (78)
564,43.800745,-79.19929,2012-04-19T04:00:00.000Z,1203,2012,Major Arterial,Scarborough,Mid-Block,Driver,50 to 54,"Automobile, Station Wagon",Other, , ,Yes, , ,Unknown,Malvern (132)
565,43.667445,-79.399799,2018-06-12T04:00:00.000Z,1204,2018,Major Arterial,Toronto and East York,Intersection,Cyclist,55 to 59,Bicycle, , ,Yes, , ,Yes,Unknown,University (79)
566,43.732985,-79.38129,2015-08-16T04:00:00.000Z,1210,2015,Major Arterial,North York,Intersection,Driver,85 to 89,"Automobile, Station Wagon",Disobeyed Traffic Control, , ,Yes, , ,Disobeyed Traffic Control,Bridle Path-Sunnybrook-York Mills (41)
567,43.707171,-79.40326999999999,2017-11-28T05:00:00.000Z,1212,2017,Collector,North York,Intersection,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,Yonge-Eglinton (100)
568,43.696145,-79.53269,2011-07-16T04:00:00.000Z,1215,2011,Minor Arterial,Etobicoke York,Intersection,Passenger,70 to 74,Other, , , ,Yes, , ,Unknown,Humber Heights-Westmount (8)
569,43.663294,-79.426227,2018-10-18T04:00:00.000Z,1217,2018,Minor Arterial,Toronto and East York,Mid-Block,Pedestrian,Over 95,Other, ,Yes, ,Yes, , ,Unknown,Dovercourt-Wallace Emerson-Junction (93)
570,43.724532,-79.49109200000001,2018-03-29T04:00:00.000Z,1221,2018,Major Arterial,North York,Intersection,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Rain,Downsview-Roding-CFB (26)
571,43.720045,-79.59679,2012-07-28T04:00:00.000Z,1224,2012,Major Arterial,Etobicoke York,Intersection,Pedestrian,60 to 64,Other, ,Yes, ,Yes, , ,Unknown,West Humber-Clairville (1)
572,43.778242999999996,-79.422359,2016-08-05T04:00:00.000Z,1225,2016,Major Arterial,North York,Mid-Block,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,Willowdale West (37)
573,43.740344,-79.40588699999999,2013-05-16T04:00:00.000Z,1231,2013,Major Arterial,North York,Intersection,Pedestrian,90 to 94, , ,Yes, ,Yes, , ,Unknown,Bridle Path-Sunnybrook-York Mills (41)
574,43.755538,-79.245418,2015-06-02T04:00:00.000Z,1233,2015,Major Arterial,Scarborough,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Bendale (127)
575,43.686945,-79.39979,2009-05-01T04:00:00.000Z,1236,2009,Major Arterial,Toronto and East York,Intersection,Passenger,90 to 94,Other, , , ,Yes, , ,Unknown,Yonge-St.Clair (97)
576,43.600445,-79.50639,2011-08-02T04:00:00.000Z,1236,2011,Major Arterial,Etobicoke York,Intersection,Pedestrian,85 to 89,Other, ,Yes, ,Yes, , ,Unknown,New Toronto (18)
577,43.648543,-79.37382099999999,2017-12-15T05:00:00.000Z,1237,2017,Minor Arterial,Toronto and East York,Intersection,Pedestrian,20 to 24, , ,Yes, , , ,Yes,Unknown,Waterfront Communities-The Island (77)
578,43.704245,-79.40049,2012-05-11T04:00:00.000Z,1239,2012,Collector,Toronto and East York,Intersection,Pedestrian,80 to 84,Other, ,Yes, ,Yes, , ,Unknown,Yonge-Eglinton (100)
579,43.674445,-79.56319,2010-01-12T05:00:00.000Z,1240,2010,Major Arterial,Etobicoke York,Intersection,Pedestrian,30 to 34,Other, ,Yes, ,Yes, , ,Unknown,Eringate-Centennial-West Deane (11)
580,43.742343,-79.41829200000001,2012-05-27T04:00:00.000Z,1240,2012,Local,North York,Intersection,Pedestrian,80 to 84,Other, ,Yes, ,Yes, , ,Unknown,Bedford Park-Nortown (39)
581,43.74869,-79.454883,2015-03-28T04:00:00.000Z,1240,2015,Minor Arterial,North York,Intersection,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Unknown,Clanton Park (33)
582,43.754729,-79.482974,2016-09-16T04:00:00.000Z,1242,2016,Local,North York,Mid-Block,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,York University Heights (27)
583,43.658259,-79.45298299999999,2014-11-20T05:00:00.000Z,1245,2014,Minor Arterial,Scarborough,Intersection,Pedestrian,65 to 69, , ,Yes, ,Yes, , ,Unknown,High Park North (88)
584,43.809378,-79.35948499999999,2014-11-07T05:00:00.000Z,1247,2014,Major Arterial,North York,Mid-Block,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Hillcrest Village (48)
585,43.671199,-79.42372399999999,2016-07-05T04:00:00.000Z,1247,2016,Major Arterial,Toronto and East York,Mid-Block,Cyclist,70 to 74,Bicycle, , ,Yes, , , ,Unknown,Dovercourt-Wallace Emerson-Junction (93)
586,43.720431,-79.61201,2017-03-04T05:00:00.000Z,1249,2017,Major Arterial,Etobicoke York,Mid-Block,Pedestrian,90 to 94, , ,Yes, ,Yes, , ,Unknown,West Humber-Clairville (1)
587,43.763236,-79.397456,2014-06-03T04:00:00.000Z,1250,2014,Local,North York,Mid-Block,Pedestrian,85 to 89, , ,Yes, ,Yes, , ,Unknown,Willowdale East (51)
588,43.679961,-79.38985799999999,2017-12-03T05:00:00.000Z,1253,2017,Local,Toronto and East York,Mid-Block,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Unknown,Rosedale-Moore Park (98)
589,43.736033,-79.258769,2014-11-06T05:00:00.000Z,1254,2014,Major Arterial,Scarborough,Intersection,Pedestrian,40 to 44, , ,Yes, ,Yes, , ,Unknown,Eglinton East (138)
590,43.756345,-79.54349,2009-10-21T04:00:00.000Z,1255,2009,Major Arterial,Etobicoke York,Mid-Block,Pedestrian,50 to 54,Other, ,Yes, , , ,Yes,Rain,Humber Summit (21)
591,43.703868,-79.411601,2018-06-23T04:00:00.000Z,1259,2018,Major Arterial,Toronto and East York,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Forest Hill South (101)
592,43.796645,-79.42629000000001,2009-10-16T04:00:00.000Z,1301,2009,Major Arterial,North York,Intersection,Pedestrian,80 to 84,Other, ,Yes, ,Yes, , ,Unknown, 
593,43.676146,-79.494518,2017-06-30T04:00:00.000Z,1304,2017,Collector,Etobicoke York,Mid-Block,Cyclist,70 to 74,Bicycle, , ,Yes,Yes, , ,Unknown,Rockcliffe-Smythe (111)
594,43.785945,-79.44589,2011-06-11T04:00:00.000Z,1308,2011,Major Arterial,North York,Intersection,Pedestrian,80 to 84,Other, ,Yes, ,Yes, , ,Unknown,Newtonbrook West (36)
595,43.704245,-79.41029,2008-05-22T04:00:00.000Z,1310,2008,Major Arterial,Toronto and East York,Mid-Block,Cyclist,55 to 59,Bicycle, , ,Yes,Yes, , ,Unknown,Lawrence Park South (103)
596,43.775088000000004,-79.331226,2014-01-26T05:00:00.000Z,1310,2014,Major Arterial,North York,Intersection,Driver,70 to 74,Passenger Van,Other, , ,Yes, , ,Snow,Henry Farm (53)
597,43.678245000000004,-79.36889000000001,2008-10-18T04:00:00.000Z,1315,2008,Major Arterial,Toronto and East York,Mid-Block,Motorcycle Driver,30 to 34,Motorcycle,Lost control, , ,Yes,Yes, ,Lost control,Rosedale-Moore Park (98)
598,43.693529999999996,-79.297221,2016-02-18T05:00:00.000Z,1315,2016,Minor Arterial,Toronto and East York,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Taylor-Massey (61)
599,43.753945,-79.62099,2011-09-12T04:00:00.000Z,1316,2011,Major Arterial,Etobicoke York,Mid-Block,Driver,20 to 24,"Automobile, Station Wagon",Exceeding Speed Limit, , ,Yes, , ,Speeding, 
600,43.653845000000004,-79.45179,2010-01-12T05:00:00.000Z,1317,2010,Minor Arterial,Toronto and East York,Intersection,Pedestrian,80 to 84,Other, ,Yes, ,Yes, , ,Unknown,Roncesvalles (86)
601,43.642996000000004,-79.377811,2013-07-03T04:00:00.000Z,1319,2013,Expressway,Toronto and East York,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Waterfront Communities-The Island (77)
602,43.77582,-79.337749,2014-12-12T05:00:00.000Z,1320,2014,Expressway,North York,Intersection,Passenger,50 to 54, , , , ,Yes, , ,Unknown,Henry Farm (53)
603,43.769263,-79.412891,2015-06-11T04:00:00.000Z,1322,2015,Major Arterial,North York,Intersection,Pedestrian,65 to 69, , ,Yes, ,Yes, , ,Unknown,Willowdale East (51)
604,43.790801,-79.45302099999999,2015-08-24T04:00:00.000Z,1325,2015,Major Arterial,North York,Intersection,Pedestrian,85 to 89, , ,Yes, ,Yes, , ,Unknown,Westminster-Branson (35)
605,43.792666,-79.15599399999999,2015-07-26T04:00:00.000Z,1328,2015,Minor Arterial,Scarborough,Mid-Block,Motorcycle Driver,30 to 34,Motorcycle,Exceeding Speed Limit, , ,Yes,Yes, ,Speeding,Centennial Scarborough (133)
606,43.646327,-79.449046,2009-04-20T04:00:00.000Z,1330,2009,Minor Arterial,Toronto and East York,Intersection,Pedestrian,85 to 89,Other, ,Yes, , , , ,Rain,Roncesvalles (86)
607,43.696753,-79.315616,2016-12-01T05:00:00.000Z,1335,2016,Collector,Toronto and East York,Intersection,Pedestrian,65 to 69, , ,Yes, ,Yes, , ,Unknown,Woodbine-Lumsden (60)
608,43.683345,-79.32359,2008-07-14T04:00:00.000Z,1337,2008,Major Arterial,Toronto and East York,Intersection,Pedestrian,50 to 54,Other, ,Yes, ,Yes, , ,Speeding,Woodbine Corridor (64)
609,43.737945,-79.24239,2008-07-04T04:00:00.000Z,1345,2008,Major Arterial,Scarborough,Mid-Block,Driver,80 to 84,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Speeding,Eglinton East (138)
